,isbn,isbn13,original_publication_year,title,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,author,details,description,purchase
685,446615862,9780446615860,2003,"The Wedding (The Notebook, #2)",3.98,118045,124358,5443,2102,7587,28194,39312,47163,https://images.gr-assets.com/books/1385738787m/3466.jpg,Nicholas Sparks,"Paperback, 276 pages","After thirty years of marriage, Wilson Lewis, son-in-law of Allie and Noah Calhoun (of The Notebook), is forced to admit that the romance has gone out of his marriage. Desperate to win back his wife, Jane's, heart, he must figure out how to make her fall in love with him... again. Despite the shining example of Allie and Noah's marriage, Wilson is himself a man unable to easily express his emotions. A successful estate attorney, he has provided well for his family, but now, with his daughter's upcoming wedding, he is forced to face the fact that he and Jane have grown apart and he wonders if she even loves him anymore. Wilson is sure of one thing--his love for his wife has only deepened and intensified over the years. Now, with the memories of his in-laws' magnificent fifty-year love affair as his guide, Wilson struggles to find his way back into the heart of the woman he adores.

Did You Know?

The Wedding is a follow-up to The Notebook?

The Wedding was inspired by a few unnamed couples that Nicholas knows well?

The novel is set in the North Carolina town in which Nicholas now lives? (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=3466&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
686,743226720,9780743226720,2005,1776,4.06,130293,135378,5963,3155,5468,23230,51681,51844,https://images.gr-assets.com/books/1306787560m/1067.jpg,David McCullough,"Paperback, US / Canada, 386 pages","In this masterful book, David McCullough tells the intensely human story of those who marched with General George Washington in the year of the Declaration of Independence - when the whole American cause was riding on their success, without which all hope for independence would have been dashed and the noble ideals of the Declaration would have amounted to little more than words on paper.

Based on extensive research in both American and British archives, 1776 is a powerful drama written with extraordinary narrative vitality. It is the story of Americans in the ranks, men of every shape, size, and color, farmers, schoolteachers, shoemakers, no-accounts, and mere boys turned soldiers. And it is the story of the King's men, the British commander, William Howe, an his highly disciplined redcoats who looked on their rebel foes with contempt and fought with a valor too little known.

At the center of the drama, with Washington, are two young American patriots, who, at first, knew no more of war than what they had read in books - Nathaniel Green, a Quaker who was made a general at thirty-three, and Henry Knox, a twenty-five-year-old bookseller who had the preposterous idea of hauling the guns of Fort Ticonderoga overland to Boston in the dead of Winter.

But it is the American commander-in-chief who stands foremost - Washington, who had never before led an army in battle. Written as a companion work to his celebrated biography of John Adams, David McCullough's 1776 is another landmark in the literature of American history. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=1067&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
687,330419129,9780330419120,2003,Under the Banner of Heaven: A Story of Violent Faith,3.98,112167,123697,8947,1958,5259,25101,52050,39329,https://images.gr-assets.com/books/1356441391m/10847.jpg,Jon Krakauer,"Paperback, 369 pages","A multilayered, bone-chilling narrative of messianic delusion, savage violence, polygamy, and unyielding faith. This is vintage Krakauer, an utterly compelling work of nonfiction that illuminates an otherwise confounding realm of human behavior.

Jon Krakauers literary reputation rests on insightful chronicles of lives conducted at the outer limits. In Under The Banner of Heaven: A Story of Violent Faith, he shifts his focus from extremes of physical adventure to extremes of religious belief within our own borders. At the core of his book is an appalling double murder committed by two Mormon Fundamentalist brothers, Ron and Dan Lafferty, who insist they received a revelation from God commanding them to kill their blameless victims. Beginning with a meticulously researched account of this ""divinely inspired"" crime, Krakauer constructs a multilayered, bone-chilling narrative of messianic delusion, savage violence, polygamy, and unyielding faith. Along the way, he uncovers a shadowy offshoot of Americas fastest-growing religion, and raises provocative questions about the nature of religious belief.

Krakauer takes readers inside isolated communities in the American West, Canada, and Mexico, where some forty-thousand Mormon Fundamentalists believe the mainstream Mormon Church went unforgivably astray when it renounced polygamy. Defying both civil authorities and the Mormon establishment in Salt Lake City, the leaders of these outlaw sects are zealots who answer only to God. Marrying prodigiously and with virtual impunity (the leader of the largest fundamentalist church took seventy-five ""plural wives,"" several of whom were wed to him when they were fourteen or fifteen and he was in his eighties), fundamentalist prophets exercise absolute control over the lives of their followers, and preach that any day now the world will be swept clean in a hurricane of fire, sparing only their most obedient adherents.

Weaving the story of the Lafferty brothers and their fanatical brethren with a clear-eyed look at Mormonisms violent past, Krakauer examines the underbelly of the most successful homegrown faith in the United States, and finds a distinctly American brand of religious extremism. The result is vintage Krakauer, an utterly compelling work of nonfiction that illuminates an otherwise confounding realm of human behavior. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=10847&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
688,61928127,9780061928120,2012,Beautiful Ruins,3.67,116053,128321,13738,2869,10393,38113,51164,25782,https://images.gr-assets.com/books/1338161553m/11447921.jpg,Jess Walter,"Hardcover, 337 pages","The story begins in 1962. On a rocky patch of the sun-drenched Italian coastline, a young innkeeper, chest-deep in daydreams, looks out over the incandescent waters of the Ligurian Sea and spies an apparition: a tall, thin woman, a vision in white, approaching him on a boat. She is an actress, he soon learns, an American starlet, and she is dying.

And the story begins again today, half a world away, when an elderly Italian man shows up on a movie studio's back lotsearching for the mysterious woman he last saw at his hotel decades earlier.

What unfolds is a dazzling, yet deeply human, roller coaster of a novel, spanning fifty years and nearly as many lives. From the lavish set of Cleopatra to the shabby revelry of the Edinburgh Fringe Festival, Walter introduces us to the tangled lives of a dozen unforgettable characters: the starstruck Italian innkeeper and his long-lost love; the heroically preserved producer who once brought them together and his idealistic young assistant; the army veteran turned fledgling novelist and the rakish Richard Burton himself, whose appetites set the whole story in motionalong with the husbands and wives, lovers and dreamers, superstars and losers, who populate their world in the decades that follow.

Gloriously inventive, constantly surprising, Beautiful Ruins is a story of flawed yet fascinating people, navigating the rocky shores of their lives while clinging to their improbable dreams. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=11447921&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
689,307237699,9780307237700,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,3.69,110873,114115,4511,7053,7808,28645,40177,30432,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Barack Obama,"Hardcover, 375 pages","The Audacity of Hope is Barack Obama's call for a new kind of politicsa politics that builds upon those shared understandings that pull us together as Americans. Lucid in his vision of America's place in the world, refreshingly candid about his family life and his time in the Senate, Obama here sets out his political convictions and inspires us to trust in the dogged optimism that has long defined us and that is our best hope going forward. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=9742&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
690,743455967,9780743455960,1999,On Writing: A Memoir of the Craft,4.31,131481,151918,11807,1361,3497,18862,51470,76728,https://images.gr-assets.com/books/1436735207m/10569.jpg,Stephen King,"Mass Market Paperback, US / CAN, 320 pages","""Long live the King"" hailed Entertainment Weekly upon the publication of Stephen King's On Writing. Part memoir, part master class by one of the bestselling authors of all time, this superb volume is a revealing and practical view of the writer's craft, comprising the basic tools of the trade every writer must have. King's advice is grounded in his vivid memories from childhood through his emergence as a writer, from his struggling early career to his widely reported near-fatal accident in 1999 -- and how the inextricable link between writing and living spurred his recovery. Brilliantly structured, friendly and inspiring, On Writing will empower and entertain everyone who reads it -- fans, writers, and anyone who loves a great story well told.
(back cover) (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=10569&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
691,312364083,9780312364080,2008,"Firefly Lane (Firefly Lane, #1)",4.04,121966,131124,11137,2074,6448,25649,46852,50101,https://images.gr-assets.com/books/1362435448m/1472878.jpg,Kristin Hannah,"Hardcover, 479 pages","From the New York Times bestselling author of On Mystic Lake comes a powerful novelof love, loss, and the magic of friendship. . . .

In the turbulent summer of 1974, Kate Mularkey has accepted her place at the bottom of the eighth-grade social food chain. Then, to her amazement, the coolest girl in the world moves in across the street and wants to be her friend. Tully Hart seems to have it all---beauty, brains, ambition. On the surface they are as opposite as two people can be: Kate, doomed to be forever uncool, with a loving family who mortifies her at every turn. Tully, steeped in glamour and mystery, but with a secret that is destroying her. They make a pact to be best friends forever; by summers end theyve become TullyandKate. Inseparable.

So begins Kristin Hannahs magnificent new novel. Spanning more than three decades and playing out across the ever-changing face of the Pacific Northwest, Firefly Lane is the poignant, powerful story of two women and the friendship that becomes the bulkhead of their lives.

From the beginning, Tully is desperate to prove her worth to the world. Abandoned by her mother at an early age, she longs to be loved unconditionally. In the glittering, big-hair era of the eighties, she looks to men to fill the void in her soul. But in the buttoned-down nineties, it is television news that captivates her. She will follow her own blind ambition to New York and around the globe, finding fame and success . . . and loneliness.

Kate knows early on that her life will be nothing special. Throughout college, she pretends to be driven by a need for success, but all she really wants is to fall in love and have children and live an ordinary life. In her own quiet way, Kate is as driven as Tully. What she doesnt know is how being a wife and mother will change her . . . how shell lose sight of who she once was, and what she once wanted. And how much shell envy her famous best friend. . . .

For thirty years, Tully and Kate buoy each other through life, weathering the storms of friendship---jealousy, anger, hurt, resentment. They think theyve survived it all until a single act of betrayal tears them apart . . . and puts their courage and friendship to the ultimate test.

Firefly Lane is for anyone who ever drank Boones Farm apple wine while listening to Abba or Fleetwood Mac. More than a coming-of-age novel, its the story of a generation of women who were both blessed and cursed by choices. Its about promises and secrets and betrayals. And ultimately, about the one person who really, truly knows you---and knows what has the power to hurt you . . . and heal you. Firefly Lane is a story youll never forget . . . one youll want to pass on to your best friend. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=1472878&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
692,345418972,9780345418980,1987,Sphere,3.77,128244,135005,2313,1851,9728,40085,49513,33828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Michael Crichton,"Paperback, 371 pages","A group of American scientists are rushed to a huge vessel that has been discovered resting on the ocean floor in the middle of the South Pacific. What they find defies their imaginations and mocks their attempts at logical explanation. It is a spaceship of phenomenal dimensions, apparently, undamaged by its fall from the sky. And, most startling, it appears to be at least three hundred years old....

""The suspense is real.""
THE NEW YORK TIMES BOOK REVIEW

""A page-turner...Chichton's writing is cinematic, with powerful visual images and nonstop action. This book should come with hot buttered popcorn.""
NEWSWEEK
(less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=455373&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
693,312348673,9780312348670,2008,Love the One You're With,3.7,124812,129614,4743,3289,10895,39052,44476,31902,https://images.gr-assets.com/books/1361466590m/2120652.jpg,Emily Giffin,"Hardcover, 342 pages","The New York Times bestselling author of Something Borrowed, Something Blue, and Baby Proof delivers another captivating novel about women and the choices that define them. This is the story for anyone who has ever wondered: How can I truly love the one I'm with when I can't forget the one who got away?

Ellen and Andy's first year of marriage doesn't just seem perfect, it is perfect. There is no question how deep their devotion is, and how naturally they bring out the best in each other. But one fateful afternoon, Ellen runs into Leo for the first time in eight years. Leo, the one who brought out the worst in her. Leo, the one who left her heartbroken with no explanation. Leo, the one she could never quite forget. When his reappearance ignites long-dormant emotions, Ellen begins to question whether the life she's living is the one she's meant to live.

Love the One You're With is a powerful story about one woman at the crossroads of true love and real life. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=2120652&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
694,316206873,9780316206880,2014,"The Silkworm (Cormoran Strike, #2)",4.03,120008,145146,13549,1330,4361,27130,67680,44645,https://images.gr-assets.com/books/1392577290m/18214414.jpg,Robert Galbraith,"Hardcover, First North American Edition, 455 pages","Private investigator Cormoran Strike returns in a new mystery from Robert Galbraith, author of the #1 international bestseller The Cuckoo's Calling.

When novelist Owen Quine goes missing, his wife calls in private detective Cormoran Strike. At first, Mrs. Quine just thinks her husband has gone off by himself for a few daysas he has done beforeand she wants Strike to find him and bring him home.

But as Strike investigates, it becomes clear that there is more to Quine's disappearance than his wife realizes. The novelist has just completed a manuscript featuring poisonous pen-portraits of almost everyone he knows. If the novel were to be published, it would ruin livesmeaning that there are a lot of people who might want him silenced.

When Quine is found brutally murdered under bizarre circumstances, it becomes a race against time to understand the motivation of a ruthless killer, a killer unlike any Strike has encountered before... (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=18214414&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
695,345476883,9780345476880,1985,"The Vampire Lestat (The Vampire Chronicles, #2)",4.05,141299,150967,3097,1531,6801,30996,54376,57263,https://images.gr-assets.com/books/1347515742m/43814.jpg,Anne Rice,"Paperback, 481 pages","Once an aristocrat in the heady days of pre-revolutionary France, now Lestat is a rockstar in the demonic, shimmering 1980s. He rushes through the centuries in search of others like him, seeking answers to the mystery of his terrifying exsitence. His story, the second volume in Anne Rice's best-selling Vampire Chronicles, is mesmerizing, passionate, and thrilling.",https://www.goodreads.com/buy_buttons/12/follow?book_id=43814&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
696,62049801,9780062049800,2011,State of Wonder,3.85,124837,135740,14781,2243,8179,32560,57115,35643,https://images.gr-assets.com/books/1454428541m/9118135.jpg,Ann Patchett,"Hardcover, 353 pages","As Dr. Marina Singh embarks upon an uncertain odyssey into the insect-infested Amazon, she will be forced to surrender herself to the lush but forbidding world that awaits within the jungle. Charged with finding her former mentor Dr. Annick Swenson, a researcher who has disappeared while working on a valuable new drug, she will have to confront her own memories of tragedy and sacrifice as she journeys into the unforgiving heart of darkness. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=9118135&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
697,374533571,9780374533570,2008,The Silver Linings Playbook,4.0,110939,129408,11059,1493,5495,25882,54594,41944,https://images.gr-assets.com/books/1358277412m/13539044.jpg,Matthew Quick,"Paperback, Movie Tie-in Edition, 289 pages","Meet Pat. Pat has a theory: his life is a movie produced by God. And his God-given mission is to become physically fit and emotionally literate, whereupon God will ensure a happy ending for himthe return of his estranged wife, Nikki. (It might not come as a surprise to learn that Pat has spent time in a mental health facility.) The problem is, Pat's now home, and everything feels off. No one will talk to him about Nikki; his beloved Philadelphia Eagles keep losing; he's being pursued by the deeply odd Tiffany; his new therapist seems to recommend adultery as a form of therapy. Plus, he's being hunted by Kenny G!

In this enchanting novel, Matthew Quick takes us inside Pat's mind, showing us the world from his distorted yet endearing perspective. As the award-winning novelist Justin Cronin put it: ""Tender, soulful, hilarious, and true, The Silver Linings Playbook is a wonderful debut."" (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=13539044&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
698,076072850X,9780760728500,1869,Twenty Thousand Leagues Under the Sea,3.86,121112,148698,4608,2333,8924,38817,55211,43413,https://images.gr-assets.com/books/1494979127m/33507.jpg,Jules Verne,"Hardcover, Extraordinary Voyages, #6, 394 pages","French naturalist Dr. Aronnax embarks on an expedition to hunt down a sea monster, only to discover instead the Nautilus, a remarkable submarine built by the enigmatic Captain Nemo. Together Nemo and Aronnax explore the underwater marvels, undergo a transcendent experience amongst the ruins of Atlantis, and plant a black flag at the South Pole. But Nemo's mission is one of revenge-and his methods coldly efficient. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=33507&ref=x_gr_w_bb&tag=x_gr_w_bb-20
699,743272498,9780743272490,2005,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",3.88,124786,130800,4166,2456,6856,33052,49899,38537,https://images.gr-assets.com/books/1355932704m/16181.jpg,Philippa Gregory,"Paperback, 390 pages","Splendid and sumptuous historical novel from the internationally bestselling author, Philippa Gregory, telling of the early life of Katherine of Aragon.

We think of Katherine of Aragon as the barren wife of a notorious king; but behind this legacy lies a fascinating story.

Katherine of Aragon is born Catalina, the Spanish Infanta, to parents who are both rulers and warriors. Aged four, she is betrothed to Arthur, Prince of Wales, and is raised to be Queen of England. She is never in doubt that it is her destiny to rule that far-off, wet, cold land.

Her faith is tested when her prospective father-in-law greets her arrival in her new country with a great insult; Arthur seems little better than a boy; the food is strange and the customs coarse. Slowly she adapts to the first Tudor court, and life as Arthurs wife grows ever more bearable.

But when the studious young man dies, she is left to make her own future: how can she now be queen, and found a dynasty? Only by marrying Arthurs young brother, the sunny but spoilt Henry. His father and grandmother are against it; her powerful parents prove little use. Yet Katherine is her mothers daughter and her fighting spirit is strong.

She will do anything to achieve her aim; even if it means telling the greatest lie, and holding to it.

(less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=16181&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
700,151009988,9780151009980,1925,Mrs. Dalloway,3.78,136327,158347,6360,6254,13779,37308,52528,48478,https://images.gr-assets.com/books/1479336522m/14942.jpg,Virginia Woolf,"Hardcover, 194 pages","Mrs. Dalloway chronicles a June day in the life of Clarissa Dallowaya day that is taken up with running minor errands in preparation for a party and that is punctuated, toward the end, by the suicide of a young man she has never met. In giving an apparently ordinary day such immense resonance and significanceinfusing it with the elemental conflict between death and lifeVirginia Woolf triumphantly discovers her distinctive style as a novelist. Originally published in 1925, Mrs. Dalloway is Woolf's first complete rendering of what she described as the ""luminous envelope"" of consciousness: a dazzling display of the mind's inside as it plays over the brilliant surface and darker depths of reality.

This edition uses the text of the original British publication of Mrs. Dalloway, which includes changes Woolf made that never appeared in the first or subsequent American editions. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=14942&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
701,1843913720,9781843913730,2009,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,3.81,92275,137865,16350,4096,11094,31788,50610,40277,https://images.gr-assets.com/books/1334848488m/13486632.jpg,Jonas Jonasson,"Kindle Edition, 396 pages","After a long and eventful life, Allan Karlsson ends up in a nursing home, believing it to be his last stop. The only problem is that hes still in good health. A big celebration is in the works for his 100th birthday, but Allan really isnt interested (and hed like a bit more control over his alcohol consumption), so he decides to escape. He climbs out the window in his slippers and embarks on a hilarious and entirely unexpected journey. It would be the adventure of a lifetime for anyone else, but Allan has a larger-than-life backstory: he has not only witnessed some of the most important events of the 20th century, but actually played a key role in them. Quirky and utterly unique, The 100-Year-Old Man Who Climbed Out the Window and Disappeared has charmed readers across the world. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=36578942&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
702,067102423X,9780671024240,1998,Bag of Bones,3.87,131004,137867,3087,2377,9330,35689,46716,43755,https://images.gr-assets.com/books/1365592796m/10589.jpg,Stephen King,"Mass Market Paperback, US / CAN Edition, 736 pages","Four years after the sudden death of his wife, forty-year-old bestselling novelist Mike Noonan is still grieving. Unable to write, and plagued by vivid nightmares set at the western Maine summerhouse he calls Sara Laughs, Mike reluctantly returns to the lakeside getaway. There, he finds his beloved Yankee town held in the grip of a powerful millionaire, Max Devore, whose vindictive purpose is to take his three-year-old granddaughter, Kyra, away from her widowed young mother, Mattie. As Mike is drawn into Mattie and Kyra's struggle, as he falls in love with both of them, he is also drawn into the mystery of Sara Laughs, now the site of ghostly visitations and escalating terrors. What are the forces that have been unleashed hereand what do they want of Mike Noonan?

It is no secret that King is one of our most mesmerizing storytellers. In Bag of Bones, he proves to be one of our most moving as well.
(back cover) (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=10589&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
703,786226749,9780786226740,1985,The Cider House Rules,4.1,124876,134263,3170,1250,4327,23669,55302,49715,https://images.gr-assets.com/books/1327962519m/4687.jpg,John Irving,"Hardcover, Large Print, 973 pages","Raised from birth in the orphanage at St. Cloud's, Maine, Homer Wells has become the protege of Dr. Wilbur Larch, its physician and director. There Dr. Larch cares for the troubled mothers who seek his help, either by delivering and taking in their unwanted babies or by performing illegal abortions. Meticulously trained by Dr. Larch, Homer assists in the former, but draws the line at the latter. Then a young man brings his beautiful fiancee to Dr. Larch for an abortion, and everything about the couple beckons Homer to the wide world outside the orphanage ... (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=4687&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
704,451190750,9780451190760,1984,Thinner,3.66,130219,136473,1641,2810,13288,44786,41617,33972,https://images.gr-assets.com/books/1346947063m/10605.jpg,Richard Bachman,"Mass Market Paperback, 320 pages","Billy Halleck, good husband and loving father, is both beneficiary and victim of the American good life: He has an expensive home, a nice family, and a rewarding career as a lawyer...but he is also fifty pounds overweight and edging into heart attack country.",https://www.goodreads.com/buy_buttons/12/follow?book_id=10605&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
705,014044906X,9780140449070,1872,Around the World in Eighty Days,3.9,117108,141132,4341,1273,6693,36897,55603,40666,https://images.gr-assets.com/books/1308815551m/54479.jpg,Jules Verne,"Paperback, Extraordinary Voyages #11, 252 pages","""To go around the world...in such a short time and with the means of transport currently available, was not only impossible, it was madness""

One ill-fated evening at the Reform Club, Phileas Fogg rashly bets his companions 20,000 that he can travel around the entire globe in just eighty days - and he is determined not to lose. Breaking the well-establised routine of his daily life, the reserved Englishman immediately sets off for Dover, accompanied by his hot-blooded French manservant Passepartout. Travelling by train, steamship, sailing boat, sledge and even elephant, they must overcome storms, kidnappings, natural disasters, Sioux attacks and the dogged Inspector Fix of Scotland Yard - who believes that Fogg has robbed the Bank of England - to win the extraordinary wager. Around the World in Eighty Days gripped audiences on its publication and remains hugely popular, combining exploration, adventure and a thrilling race against time.

Michael Glencross's lively translation is accompanied by an introduction by Brian Aldiss, which places Jules Verne's work in its literary and historical context. There is also a detailed chronology, notes and further reading. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=54479&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
706,60739495,9780060739490,1994,Walk Two Moons,3.95,129350,132970,5530,3251,8401,29328,43060,48930,https://images.gr-assets.com/books/1389035862m/53496.jpg,Sharon Creech,"Paperback, Summer Reading Edition, 280 pages","""How about a story? Spin us a yarn.""
Instantly, Phoebe Winterbottom came to mind. ""I could tell you an extensively strange story,"" I warned.
""Oh, good!"" Gram said. ""Delicious!""
And that is how I happened to tell them about Phoebe, her disappearing mother, and the lunatic.

As Sal entertains her grandparents with Phoebe's outrageous story, her own story begins to unfold  the story of a thirteen-year-old girl whose only wish is to be reunited with her missing mother.

In her own award-winning style, Sharon Creech intricately weaves together two tales, one funny, one bittersweet, to create a heartwarming, compelling, and utterly moving story of love, loss, and the complexity of human emotion. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=53496&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
707,60589280,9780060589290,2003,Eleven Minutes,3.69,102206,116141,5444,4444,11306,31202,38487,30702,https://images.gr-assets.com/books/1358266987m/1430.jpg,Paulo Coelho,"Paperback, 273 pages","Eleven Minutes is the story of Maria, a young girl from a Brazilian village, whose first innocent brushes with love leave her heartbroken. At a tender age, she becomes convinced that she will never find true love, instead believing that love is a terrible thing that will make you suffer. . . . A chance meeting in Rio takes her to Geneva, where she dreams of finding fame and fortune.

Marias despairing view of love is put to the test when she meets a handsome young painter. In this odyssey of self-discovery, Maria has to choose between pursuing a path of darknesssexual pleasure for its own sakeor risking everything to find her own inner light and the possibility of sacred sex, sex in the context of love. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=1430&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
708,316767727,9780316767730,1953,Nine Stories,4.19,105138,117297,3423,1416,3591,18615,41479,52196,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,J.D. Salinger,"Paperback, 198 pages","Nine Stories (1953) is a collection of short stories by American fiction writer J. D. Salinger published in April 1953. It includes two of his most famous short stories, ""A Perfect Day for Bananafish"" and ""For Esm  with Love and Squalor"". (Nine Stories is the U.S. title; the book is published in many other countries as For Esm - with Love and Squalor, and Other Stories.)

The stories are:

""A Perfect Day for Bananafish""
""Uncle Wiggily in Connecticut""
""Just Before the War with the Eskimos""
""The Laughing Man""
""Down at the Dinghy""
""For Esm  with Love and Squalor""
""Pretty Mouth and Green My Eyes""
""De Daumier-Smith's Blue Period""
""Teddy"" (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=4009&ref=x_gr_w_bb&tag=x_gr_w_bb-20
709,031610969X,9780316109700,2005,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",3.67,121373,129563,7434,4405,11803,37340,44811,31204,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Julie Powell,"Hardcover, 310 pages","With the humor of Bridget Jones and the vitality of Augusten Burroughs, Julie Powell recounts how she conquered every recipe in Julia Child's Mastering the Art of French Cooking and saved her soul!

Julie Powell is 30-years-old, living in a rundown apartment in Queens and working at a soul-sucking secretarial job thats going nowhere. She needs something to break the monotony of her life, and she invents a deranged assignment. She will take her mother's dog-eared copy of Julia Child's 1961 classic Mastering the Art of French Cooking, and she will cook all 524 recipes. In the span of one year.

At first she thinks it will be easy. But as she moves from the simple Potage Parmentier (potato soup) into the more complicated realm of aspics and crpes, she realizes theres more to Mastering the Art of French Cooking than meets the eye. With Julias stern warble always in her ear, Julie haunts the local butcher, buying kidneys and sweetbreads. She sends her husband on late-night runs for yet more butter and rarely serves dinner before midnight. She discovers how to mold the perfect Orange Bavarian, the trick to extracting marrow from bone, and the intense pleasure of eating liver.

And somewhere along the line she realizes she has turned her kitchen into a miracle of creation and cuisine. She has eclipsed her lifes ordinariness through spectacular humor, hysteria, and perseverance. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=13747&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
710,1416912045,9781416912040,2007,"Unwind (Unwind, #1)",4.18,143892,152643,15376,3032,5976,22062,50286,71287,https://images.gr-assets.com/books/1297677706m/764347.jpg,Neal Shusterman,"Hardcover, 335 pages","Connor, Risa, and Lev are running for their lives.

The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=764347&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
711,385335989,9780385335980,1996,"Drums of Autumn (Outlander, #4)",4.34,123736,145728,5743,584,2679,18529,48756,75180,https://images.gr-assets.com/books/1500688941m/10988.jpg,Diana Gabaldon,"Paperback, Starz Tie-In, 928 pages","In this breathtaking novel, rich in history and adventure, #1 New York Times bestselling author Diana Gabaldon continues the story of Claire Randall and Jamie Fraser that started with the now-classic novel Outlander and continued in Dragonfly in Amber and Voyager. Once again spanning continents and centuries, Gabaldon has created a work of sheer brilliance.

What if you knew someone you loved was going to die? What if you thought you could save them? How much would you risk to try?

Claire Randall has gone to find Jamie Fraser, the man she loved more than life, and has left half her heart behind with their daughter, Brianna. Claire gave up Jamie to save Brianna, and now Bree has sent her mother back to the Scottish warrior who was willing to give his life to save them both. But a chilling discovery in the pages of history suggests that Jamie and Claire's story doesn't have a happy ending.

Brianna dares a terrifying leap into the unknown in search of her mother and the father she has never met, risking her own future to try to change history . . . and to save their lives. But as Brianna plunges into an uncharted wilderness, a heartbreaking encounter may strand her forever in the past . . . or root her in the place she should be, where her heart and soul belong. (less)",https://www.goodreads.com/buy_buttons/12/follow?book_id=40909452&ref=x_gr_w_glide_bb&tag=x_gr_w_glide_bb-20
