titles,isbn,author,review source,average rating,review author,review content
We,0140185852,"Yevgeny Zamyatin, Clarence Brown",Barnes and Noble,4.2,JakeNJ,"Yevgeny Zamyatin has a very interesting history himself. Being a part of Russian Intelligentsia, he was a strong proponent of Russian revolutionary movement and a believer in &quot;change&quot; that was about to follow. While in England, he heard that the change is about to happen and Yevgeny rushed back, so that he could be part the movement to overthrow Czarist regime and create what he thought would have been a workers' paradise. Fast forward a bit and he started to realize that the change that he himself helped create was not at all what it was claiming to be and reality of that change created despot and despair. While the publishing and the media was not yet completely taken over by the new regime, he was able to publish and write several essays, but then further realizing that the regime is changing even more so, he was banned and even arrested for his ideological free voice.




If you liked &quot;Brave New World&quot; and &quot;1984&quot;, you will love this or actually the other way around. &quot;We&quot; was published before the other two and there are so many items here that were borrowed by Huxley and Orwell, it is not even a question of if, but obvious what and which portions were. Zamyatin creates a One State society in his novel &quot;We&quot;, where everyone and everything is for Benefactor's sake and for the &quot;happiness&quot; of the citizens. The wall around the city doesn't just protect those from outside getting in, but also for those inside for being &quot;happy&quot;. Here we see strong resemblances of the same picture perfect anti Utopian &quot;Utopia&quot; as in &quot;Brave New World&quot;. We see rationing and partnership assignments, if you will, just like in Huxley's novel, and many parts, which I am sure Huxley decided to &quot;borrow&quot; from &quot;We&quot;. Also, there are many examples of despot and punishment, social behavior and work related previsions as we see in &quot;1984&quot; later. My guess is as such. Since Soviet Union was not big on world copyright laws, and the fact that some of Zamyatin's works were not officially published until 1980s and even 90s, that both Huxley and Orwell had an opportunity to reviewing those works. Lesser in popularity of all three of those anti Utopian novels, &quot;We&quot; however does present a great example, interesting and clever plot on the society that is &quot;great&quot; in theory, but not so in reality. 




Zamyatin is a great visionary and this book, scary enough, could have been a road map for despots to use. &quot;Freedom or happiness, but if you are free, you can't be happy&quot; - We, Zamyatin. Also, the numerous examples of how &quot;chaotic&quot; the free world is and was, in what &quot;We&quot; refers to as in ancients' way of life. Freedom caused crime and war according to One State and Benefactor. It seems that by associating freedom with all the &quot;evil&quot; in the world, the Benefactor and Guardians are able to create this &quot;perfect&quot; happy world that is not free, but &quot;happy&quot;. 




Overall, I really enjoyed reading this first of the three great anti Utopian novels. It is a wonderful example of both fiction and the author's reality, how utopia only exists in theory, but in reality people do want and do strive for freedom to make their own decision and their own choices. Zamyatin's life, is a perfect example of to be careful of what you wish for and out of the three, he is the only author who actually wrote his work while living in completely despotic society. Highly recommend it to everyone who enjoys this genre."
We,0140185852,"Yevgeny Zamyatin, Clarence Brown",Barnes and Noble,4.2,Anonymous,"I really won't get into it here. ""We"" is a book that you have to read to understand why I feel this way. If you remember reading dystopian novels in high school, I can guarantee that your teacher missed this jewel. A precursor and inspiration to 1984 and Brave New World, this book makes Ayn Rand's Anthem look like a kids book. (not to mention that I believe that her book is a blatant rip of the subject book.) Zamyatin's genius truly shines in this short but well thought out piece of anti-Stalinist writing, that transcends (as all good books do) time and space."
Pigs in Heaven,0571171788,Barbara Kingsolver,Barnes and Noble,4.2,Adrian Sloan,Loved this book as much as I did Bean Trees!
Pigs in Heaven,0571171788,Barbara Kingsolver,Barnes and Noble,4.2,EmiliaBartelheim,"Pigs in Heaven is a book I was really not looking forward to read at all. I chose it for the theme, and going into this I was dreading reading it, as there's nothing worse than having to read a really bad book, but I came out of it with a book that I can definitely call one of my favourites now. 
The real story begins with Taylor Greer on a sort of soul searching trip with her adoptive daughter, Turtle, a six year old girl Taylor was just handed three years earlier. They visit the Hoover Dam, and Turtle witnesses a near death, which lands them in the public eye for saving a man's life. It brings attention to Turtle's heritage, a void adoption, and a sudden battle to sort a girl into one of two cultures under what each think her best interests would be. Along the way, they meet strange characters, both for their gain and detriment, and the story not only follows them but a variety of characters all centered around the same plot. The relationships of every individual character that Kingsolver rotates through each chapter, and the development of their lives in relation to each other, highlights the actuality of personality in comparison to one's perception of themselves and the continuous segregation of culture and races in modern times. 
I can't really think of anything I didn't like about the book. The voice was really well executed, and the story line unlike anything I've read before. Somewhat educational, and research was obviously done to write the novel. One should read this book not for any particular reason than to read. It could aid in perhaps gaining a better understanding of modern segregation, but it's no history lesson.
And although I tend to gravitate towards the 'New Science Fiction' section of the bookstores I frequent, there is a timeless quality that some books seem to have, this included, where you're not focusing on how it shallowly relates to your own life. You just read it."
Pigs in Heaven,0571171788,Barbara Kingsolver,Barnes and Noble,4.2,sawyierlady,"Kingsolver weaves the characters into a story that is unforgetable, building on culture of the localities involved.  Great reading for pleasure and learning about differences."
"The Ghost Brigades (Old Man's War, #2)",0765354063,John Scalzi,Barnes and Noble,4.3,Iowa_SF_Lover,"Excellent sequel to Old Man's War.  Actually superior.  Besides excellent action raises interesting questions about individuality, government control of the individual and duty beyond self."
"The Ghost Brigades (Old Man's War, #2)",0765354063,John Scalzi,Barnes and Noble,4.3,AZ_James,"John Scalzi's super-futuristic novels are a SciFi fan's dream come true. They have great characters, interesting alien species and are full of insane technology and crazier action. If you like Star Wars, Star Trek, or Douglas Adams you will like John Scalzi's work."
"The Ghost Brigades (Old Man's War, #2)",0765354063,John Scalzi,Barnes and Noble,4.3,nealcWA,"I enjoyed the first book, Old Man's War, but this is much better.  More interesting riffs on the plot ideas."
"Cry, the Beloved Country",074326195X,Alan Paton,Barnes and Noble,4.1,Chas_Ackerman,"This strange, lyrical novel is easily the most agonizing painful books I've ever read. Murder is perhaps the most overdone topic in the history of literature, but if all were done like this, we couldn't bear to read many. Published months before white supremacists created the legal system of apartheid (and set two years earlier, in the fall of 1946), the novel follows the fathers of an accidental killer and his unintended victim, starting before the murder and ending only after we get a sense of its ripple effects through the lives of whites and blacks as they try to make sense of the utterly pointless tragedy and the social system that led to it. It's a novel that does little to try to flashily seduce the reader. It starts out with a description of a rural valley in South Africa, a description that is repeated later with some key differences. Then it moves dialogue that almost sounds off-key: there are no quotation marks, only dashes, to indicate speakers and the characters have an odd repetitious quality to their speech that puzzles at first. At the risk of only a little hyperbole, it sounds like this: -- The sky is blue. -- You say the sky is blue. His eyes flickered upward. -- I say the sky is blue. -- I understand. The man nodded. -- You understand. My initial reaction to this was, ""Oh man, did I pay for this?"" But then as the matters grow more serious, I learned to appreciate that such dialogue has a somber rhythm, if not beauty, to it. It is not so much repetition as characters recognizing each other's humanity. And that is what makes this book so painful. Paton at every key moment goes for the perfectly understated emotion. The father of the murder victim does nothing histrionic -- there's simply this powerful scene in which he looks around his son's library, which is filled with passionate political books that mean nothing to him. He's forced to simultaneously confront the gulf that had arisen between himself and his son -- this sense that his own offspring is a mystery -- and also the grievous sense of loss in the quiet room (with the blood stain down the hallway). Scenes like this hurt. Toward the end, there's a stretch of maybe thirty or forty pages in which the characters briefly become symbols and Paton seems to be letting whites off easy in their greater complicity. But Paton himself seems aware of this, as he has a character that I was starting to find unrealistic deny that he is a saint and another character points out how much of the blame rests with the sins against humanity of the whites. What to make of these possible missteps by Paton and his own attempt to ameliorate them become a moot point by the powerful final scene. It's simply a man watching the sunrise. Yet, because of what it means when the sun rises above the horizon, I think that scene will stay with me far longer than the last couple pages of any other novel I've ever read. I am, I'm sure, reading this at a time when I'm particularly susceptible to its sentiments. After months of worrying about whether my infant son, who has just seemed like a bundle of vulnerability, I am watching him grow past the initial troubles that can beset a baby. He is starting to show a personality and I can begin to wonder what the future will hold in store for him. And this novel combines what are probably the two worst fates your child could experience: to murder or to be murdered. To me this is much more of a horror novel than some junk abou"
"Cry, the Beloved Country",074326195X,Alan Paton,Barnes and Noble,4.1,Anonymous,"This book is great, and if you rated the book one star on the complaint that the first chapter is about grass, you are idiotic. The meaning of the first chapter is much greater than just grass, and if you were reading the book and it was at your reading level, you would understand! Everyone should read this book!"
"Cry, the Beloved Country",074326195X,Alan Paton,Barnes and Noble,4.1,The_hibernators,"I had a hard time deciding between three and four stars for this book. It is a classic and deals with a very difficult subject, but the story-line seems scattered at times. Paton was trying to communicate the pain, fear, and anger that punctuated life in South Africa in the 1940s. This sociological topic is difficult for young people to grasp.well, it's difficult for not-so-young people to grasp if they have never experienced it. Thus, I found the book's topic interesting and learned a lot. The main character was complex and well-rounded. The raw emotion was captured. Because of this, I give the book four stars. However, a word of caution: when you read it, be prepared to accept the slow-moving, disconnected story line and just enjoy the characters and the sociological portrayal."
Confessions of an Ugly Stepsister,0060987529,Gregory Maguire,Barnes and Noble,4,TICNC,"I struggled with this book in the first couple of chapters and wanted to stop reading it but knew I had paid the money for it.  I am SO glad I kept reading.  Maguire created a very unique way of retelling an old story with a modern day twist.  If you liked ""Wicked"" I think you will like this one as well."
Confessions of an Ugly Stepsister,0060987529,Gregory Maguire,Barnes and Noble,4,Guest,"i really enjoyed this book. i did see that other reviewers thought it dragged on, but i disagree. it was difficult to put down for me. i read it a steady pace and finished it in about a weekend. this book was almost enchanting. when i put it down to go to bed... i still thought of it while lying down. its almost like it haunted my thoughts!     this book was beautifully written. it allows you to get to know the characters and decide on your own who you like and dislike. the end almost had sort of a twist which was pleasing to me. i did not feel as though there were any unanswered or untouched topics. i highly reccommend this book to anyone who liked wicked. i actually think i enjoyed it a little more than wicked!"
Confessions of an Ugly Stepsister,0060987529,Gregory Maguire,Barnes and Noble,4,TalieTurner,"This is one of my favorite books of all time!  Maguire's boldness in ""re-telling"" fairy tales is, simply put, exquisite.  Raising two daughters, I have to admit that I get tired of sugar-coated Disney tales, so knowing that I can turn to a darker, grown-up fairy tale world when my gals are in bed makes endless viewings of Cinderella palatable.  Let go your old ideas and allow Maguire's words sweep you into a place where princes are not always charming, stepmothers have more driving them than jealousy and beauty is a curse."
"Lady Midnight (The Dark Artifices, #1)",1442468351,Cassandra Clare,Barnes and Noble,4.7,Anonymous,"More representation; a confirmed bisexual character, a nicely written autistic character, and more people of color. 
Interesting concepts; ableism in Shadowhunter society, falling in love with your Parabatai, and the things people are willing to do for love. 
Lovely characters; many of them are easily liked and relatable. 
But, it's a tad drawn out and the writing is sort of confusing at times. I feel like the Mortal Instruments characters got a bit too much attention. I also am disappointed she didn't include any dialogue from Helen and Aline. 
I'll admit the forbidden love trope is a little tiring, but this isn't too badly written."
"Lady Midnight (The Dark Artifices, #1)",1442468351,Cassandra Clare,Barnes and Noble,4.7,Anonymous,"I have waited for this book to come out since the final mortal instruments installment was released, and it did not disappoint. I fell in love with the characters and the storyline just as I did in TMI. I loved seeing the characters from the other books a part of Julian and Emma's story. I look forward to the next book."
"Lady Midnight (The Dark Artifices, #1)",1442468351,Cassandra Clare,Barnes and Noble,4.7,Anonymous,"A wonderfully written book about frienship, unforbidden love, and family. If you've not read ""The Mortal Instruments"" or ""The Infernal Devices"" it is suggested and will make this book even more exciting to read."
Foundation's Edge (Foundation #4),0553293389,Isaac Asimov,Barnes and Noble,4.2,Guest,"Isaac Asimov, who had made an intermission of more than 3 decades to write the fourth title of the Foundation series, did not expect ""Foundation's Edge"" to become his first bestseller and above all, to win the Hugo award. I've read this book in English and in Spanish and I could not find a single imperfection; it is just a one of the most wonderful science fiction books written by Isaac Asimov.   This story, which protagonists are Golan Trevize and Janov Pelorat, begins in the middle-age Terminus. There, Trevize is sent to the outer space to find the Second Foundation, for his friend Munn Li Compor had betrayed him by reporting the authorities that Trevize supported the belief that the 2nd Foundation still existed.  In the spaceship, he meets his companion, the historian Janov Pelorat, an old man looking for traces of the legendary Imperial Library. The Second Foundation, dealing with squarrels among themselves, decide to send Stor Gendibal to prove his strength and return as a glorious First Orator. Intrigues about the identity and location of the Earth and the mysterious Gaia foreshadow the great decision Trevize has to make for the fate of the Galaxy: Terminus (1st Foundation), Trantor (2nd Foundation), or the living-conscience planet Gaia?"
Foundation's Edge (Foundation #4),0553293389,Isaac Asimov,Barnes and Noble,4.2,JBreedlove on LibraryThing,The best of the Foundation series that I've read. Except for a bit of multi-universe background ranting toward the end a smooth and easy read. Looking forward to the next in the series.
Foundation's Edge (Foundation #4),0553293389,Isaac Asimov,Barnes and Noble,4.2,TadAD on LibraryThing,"Thirty years after he wrote the original trilogy, Asimov decided to add to it giving the quite refreshing reason of, ""the size of the payment offered by the publisher."" :-)This volume and Foundation and Earth not only extended the original books, they tied in his Robots series and his other novels set in the Galactic Empire.  I don't think they worked as well as the original books and, like many Grand Unification plans of authors, I wish he had just left the stories separate."
Jude the Obscure,0486452433,Thomas Hardy,Barnes and Noble,3.6,Mariamosis,"Between 'Far From the Madding Crowd', 'The Mayor of Casterbridge', and 'Jude the Obscure' I am becoming a true Thomas Hardy fan!(more emphasis put on the latter two)

Jude Fawley and Sue Bridehead really bring the book to life, but lurking in the background are numerous others waiting to uproot the lovers happiness. With the curious nature of Father Time and his sinister mother, Arabella, deceit is always around the corner. However, Richard Phillotson, takes a different approach to contol Sue by using his good nature and an unexpected tragedy against her.

There are too many plot twists to go into too much detail, however, this book is definitely worth reading."
Jude the Obscure,0486452433,Thomas Hardy,Barnes and Noble,3.6,Anonymous,"This is a very good book. Unfortunately, when Google scanned this one, their OCR software did a terrible job of translation. You're better off getting another copy elsewhere -- perhaps Project Guetenburg."
Jude the Obscure,0486452433,Thomas Hardy,Barnes and Noble,3.6,Guest,"I can`t honestly say what attrached me to this book, nor why I continued to read it to the very end. The relationship between Jude and Sue is absolutely frustrating, mostly due to Sue`s capricious nature. There are times in the book during which I had the strong urge to strike her. I suppose Sue and her ideals were revolutionary in a way, but not as much as I was led to believe. Her descent in the end completely negates her earlier virtues, and I feel it was almost out of place. The character stopped being Sue. As a comment to the children being trivialized, I agree entirely. All the children, aside from Father Time, aren`t even named, so while the turning point in the characters` lives is affective, the children`s anonimity detracts from the reader`s sympathy. All in all, even though I wasn`t completely thrilled with this novel, it has some redeeming values, and I would recommend it if you had nothing better to read."
"Queen of Sorcery (The Belgariad, #2)",0345335651,David Eddings,Barnes and Noble,4.5,TheLostEntwife on LibraryThing,"I'm always a little apprehensive when approaching the middle book of a trilogy.  The questions in my mind are usually: How will people I've come to love in the first book be treated?  Will the main character (especially since he's a child in this case) grow annoying and hard to relate to?  Who else will be introduced?  How will the story move toward a conclusion in the third book?David Eddings did a fantastic job with putting me at ease regarding each and every one of those questions.  New villains were introduced, and they are colorful and amazing.  Old enemies were put to rest, moving the story forward in a way that was unexpected and fantastic.  And new friends were brought into the mix - in this case a young, 15 year old girl who had me roaring with laughter.Although Garion whined and wallowed a bit, it was comforting to see David Eddings address that head on, and in the process provide his readers with hope that it will change.  If anything - it reminded me that Garion is still just a boy (as evidenced by a rather hilarious scene regarding learning to shave).  Great story movement, fantastic characters, a huge amount of fantastic world building - this series is living up to every good thing I've been told about it."
"Queen of Sorcery (The Belgariad, #2)",0345335651,David Eddings,Barnes and Noble,4.5,exlibrisbitsy on LibraryThing,"Queen of Sorcery picks up where Pawn of Prophecy left off with the ever-growing group headed by Belgarath, along with his daughter Polgara and her charge Garion, chasing the stolen Orb of Aldur. The adventure continues, and small skirmishes and battles ensue as the group travels on theie quest. Intrigue is uncovered in far off cities. Whole new cultures are shown, very different from the ones we knew before. Plus new characters are introduced that promise to delight and vex us all.The second book in the Belgariad promises to be very different from the one before because Garion is no longer just a young child as he was in the first book. Time has passed and little Garion is growing up. There are a lot more teen angst style growing pains in this book than the last as a result. Especially as he struggles with his Aunt¿s true identity, and his own.Several new cultures are introduced as well and all of them provide their own complex controversies. The Dryads who look like children but are extremely sexually active. The starving and suffering of the serfs in Mimbre is juxtaposed with the ¿honorable¿ knights that rule them. And finally Nyissa ¿ a country that highly values snakes and the concept of immortality, when they aren¿t taking drugs or poisoning one another ¿ features another highly sexualized being in the form of their ¿queen¿ who has ruled Nyissa for generations, or has she?In amongst all of this though there are some gems for feminists to appreciate, just a few though. The largest being Polgara herself. She sews for the enjoyment of it, loves to wear pretty dresses, and be told she is beautiful, but she is also a very powerful and very wise sorceress and when she says jump the kings of the world do so immediately. I like that this shows that you can embrace femininity and still be considered worthy of power and respect. Something not often shown in any fiction let alone an 80¿s high fantasy novel.While the beginning of this novel seems to show a repeat of some of the same events of the last one (a plot is uncovered, Garion is in the middle of things again, new characters join the quest) there are a lot of new twists and turns as well. This is an enjoyable read that builds on the world of Pawn of Prophecy and promises more to come in the next book as the quest continues to reclaim the Orb of Aldur."
"Queen of Sorcery (The Belgariad, #2)",0345335651,David Eddings,Barnes and Noble,4.5,mpritchett on LibraryThing,"This book built on the foundations started by the first.  In fact, I found it a better read than the long character introduction of the first novel in the series.   Nothing really ground breaking happens, except the main character Garion learns more about himself and his abilities.  Of course, not all is told, but enough hints litter the story telling to set up the next three novels in the series."
The Lottery and Other Stories,0374529531,Shirley Jackson,Barnes and Noble,4.1,RexTheTex,"I've read the Lottery many times, a few dozen at least. I enjoy it each and every time and if you haven't read Shirley Jackson, you haven't read horror."
The Lottery and Other Stories,0374529531,Shirley Jackson,Barnes and Noble,4.1,Guest,I am 38 and I do remember this novel from college and the impact was so great that my son who is in high school has read and written a school paper on this. This novel opens your mind to the unthinkable and unimagianable. Brillant.
The Lottery and Other Stories,0374529531,Shirley Jackson,Barnes and Noble,4.1,Anonymous,The Lottery is a disturbing but very gripping short story.  I recommend everyone read this at least once.
"Wings (Wings, #1)",0061668036,Aprilynne Pike,Barnes and Noble,4.3,WinterReign,"Aprilynne Pike has made an outstanding debut with her  Novel, 'Wings'. It's a story about fairies, but not in the typical sense that, if a person hated fairies and fairy folk,they would definetly love this story. A complete reinvention of what the world has known about fairies and the like and made it an exciting, modern, and magical tale. Making her own world of fairies seem so entirely real and believable that you can't help but wonder that maybe your theories about your best friend- you know the insanley goregous, talented, graceful,and sweet friend of yours-being a fairy might actually be true. 
 I found myself liking Laurel as a best friend, falling for sweet and caring David, and wanting more of charasmatic and mysterious Tamani.I could not get enough of the mythology of fairies and fairy-folk she created in her world and I am left with wanting more!
 Her writing style is wonderfully vivid and real that it transports your right from your couch, into the pages  and onto the cool, beautiful breezy California coast. Her voice is charming, soft,and it pulls you in deeper into the crisp pages of the story, making it difficult NOT to keep turning the pages until your eyes are bleary and unfocused with sleep. With a bit of humor, wit, and sass thrown - oh!so cleverly- in at the right moments it's a story not to miss!
 I truly loved reading this book. Getting into the mythology of what Aprilynne created for her fairies and seeing such defined, likeable, and well rounded characters, and a unique story kept me turning the pages well into the early morining hours. I cannot wait to read the next installments of this lovely story and see what the future hold for her. She defenitley has a long career ahead of her. Yay for us Idaho girls!!"
"Wings (Wings, #1)",0061668036,Aprilynne Pike,Barnes and Noble,4.3,Anonymous,"Aprillynne Pike is a fun new voice in the realm of modern day faery tales. Maybe that's the ultimate thing to remember - the ""fun"" part. If you're looking for a quick read fluent in escapism, WINGS is a good way to spend a rainy Saturday. I think it will serve particularly well as a clean summer read for middle school girls who want to slip away into a faery fantasy. However, I can't imagine this book will hook older readers. In fact, I'm a bit surprised it was already on a bestseller list. Despite an engaging concept, WINGS never took off. The writing style is a bit grating after awhile: slow start, lots of backstory dumped in awkward places, back to back chapters full of nothing but dialogue, and zero chemistry (so far) between the love interests. The book was free of purple prose, which is nice, but it was also free of most any prose at all which made for a tedious read. I also found the main character, Laurel, a bit too self-posessed. She frequently talks about how beautiful she is (blonde and fair, of course), how beautiful the faery Tamani is, how beautiful, beautiful, beautiful the world is. Even if Stephenie Meyer hadn't offered an endorsement for this book, I would have assumed Pike was a Meyer fan. Unlike Meyer's books, I didn't feel any attachment to Pike's world, or her characters, after the story ended. I see some definite potential though and I'm excited to see how Aprilynne Pike grows as a writer. If you're a younger reader, I would definitely suggest you give WINGS a try. Faery Rebels (or Knife in the UK) by RJ Anderson might be a better alternative. (Also, I've seen discussion about how Pike's WINGS compares to ED Baker's WINGS. I've read both and I don't think they don't have a whole lot in common other than title, similar character names, and the fact that both girls have some form of ""wings"". If you like one book though, you might enjoy the other.)"
"Wings (Wings, #1)",0061668036,Aprilynne Pike,Barnes and Noble,4.3,Dana_W,This book is great!  I started reading it today and can't put it down.  The story sucks you in and doesn't let go! It is beautiful!  A must read for anyone who loves fairytales.  Twilight fans will love it too!
"Gossip Girl (Gossip Girl, #1)",0316910333,Cecily von Ziegesar,Barnes and Noble,4.3,Guest,"I had listened to my friends talk about the Gossip Girl series for awhile. They said they were great books and really interesting for teenagers to read. I have never really been much into reading but finally a book seemed appealing to me. Then, the television series came out and I was talking to my friends about it before I saw it. They said I had to read the books first, that the show just wasn¿t the same. I took their advice and picked up the first four books and haven¿t been able to stop reading them since. Although, I don¿t have a whole lot of time for reading, but I really enjoy Gossip Girl when I have the time.   	The book is very relatable to teenagers. Although, it is far from my lifestyle, it still focuses on situations that teenagers get into and how they deal with them. I would especially recommend this book to all of my teenager friends. Sometimes when I am reading it, I get so caught up in it that I really feel that I am with these characters and living their lifestyle. The way it is written is very realistic and entertaining. I really like that the books are easy to read and a fast page-turner. They keep you interested and wanting to know what is going to happen next.   	I have fallen in love with almost all of the characters. Some I wish were my best friends, some I wish I could party with, and some I wish I knew just to know. They all seem to live such fabulous, luxurious lifestyles, but then you keep reading and realize that they are normal people too. They get into some of the same situations and have the same problems as normal teenagers have. This is what I love most. It is an entertaining book that I can also relate to. I would absolutely recommend this to anyone and have started reading the second book, You Know You Love Me. I love it already and can¿t wait to read more!!"
"Gossip Girl (Gossip Girl, #1)",0316910333,Cecily von Ziegesar,Barnes and Noble,4.3,ali_catt,"I love this book! It is absolutly amazing! I starting reading the Gossip Girl Seris a while ago, and I love them so much, I can re-read them over and over! The are definetly interesting. I very much like the way Cecily von Ziegesar wrote the book. I liked how each chapter was a different character's perspective, and I liked the humor, romance, and jealousy/ betrayal in it. It is definetly a book worth reading. :]"
"Gossip Girl (Gossip Girl, #1)",0316910333,Cecily von Ziegesar,Barnes and Noble,4.3,Anonymous,Best series ever. you wont regret buying this interesting series. Highly recommend it!!!
The Odessa File,0553271989,Frederick Forsyth,Barnes and Noble,4.2,Guest,This book is an excellent source for execitement for anyone who enjoys this type of entertainment.  The way that Forsythe mixes fact with fiction to tell the history of post-war Germany is intriguing.  I have read this book several times and it only gets better each time.
The Odessa File,0553271989,Frederick Forsyth,Barnes and Noble,4.2,jontseng on LibraryThing,"Diligently research and gripping. A classic example of a ""page-turning"" thriller."
The Odessa File,0553271989,Frederick Forsyth,Barnes and Noble,4.2,soylentgreen23 on LibraryThing,"Forsyth was a celebrity contestant on ""Who Wants to be a Millionaire"" and could have won half a million had he had the courage to risk a charity's money. He is a terribly smart man, with a formidable general knowledge, and comes across as so modest and charming; why, then, is his work so kitsch, so constipated, so horrible? The Odessa File is one of his better pieces - woebetide the man who reads ""The Phantom of Manhattan"". It is a revenge story. It takes place in the decades after the second world war, when memories still linger of the Nazis' war crimes. So too do some of the remaining Nazis linger; they haven't all run off to Argentina or Brazil just yet. On to the case comes Forsyth's brilliant foreign correspondent in Germany, following a tip from a dying Jew as to the identity and location of one of the remaining war criminals. The story is like an extended chase without the chasing, leading to an inevitable confrontation and an inevitable twist.The story is impressive really, with incidental details that add a thickness to the plot that it would otherwise lack. But Forsyth cannot write. He spends an age detailing an intricate incursion into the world of the neo-Nazis, and within minutes of the incursion the whole plan breaks down - all the work is for nothing. And all the references to the powerful car our hero drives - it's as if the poor man has nothing in his trousers worth mentioning.I've read far worse, but there is a general rule in fiction - when the author's name appears in larger text than the title on the front cover, begin to worry."
The Burgess Boys,1400067685,Elizabeth Strout,Barnes and Noble,3.4,Anonymous,"I don't usually leave recommendations, but I decided this book needed to be talked about.  I read Olive Ketteridge previously and knew this would also be a wonderful book.  I love a good story with strong characters and this has both.  There are no wild twists or torns, no sex, and no intrigue - just good story telling with a message.  If you hunger for a good story, this is it."
The Burgess Boys,1400067685,Elizabeth Strout,Barnes and Noble,3.4,Anonymous,"As soon as I saw that Elizabeth Stroud had a new book coming out I pre-ordered The Burgess Boys!  I was hooked on the author after reading Olive Kitteridge which I loved.  This book is ultimately a story of a family's entertwined lives and how each member fits into the family dynamic while dealing with a crisis.  I enjoy reading Ms. Stroud's style of writing, it keeps me turning the pages.  Some may find the interaction between the family members uncomfortable to read at times but it is true to the story."
The Burgess Boys,1400067685,Elizabeth Strout,Barnes and Noble,3.4,Anonymous,"This is a dreary read. ...a dysfunctional family story-and mostly unlikable characters. 
Olive Kitteridge was a favorite! too bad this one didn't measure up."
The Complete Works,0517053616,William Shakespeare,Barnes and Noble,3.1,Anonymous,"Caution, if you own a nook or are thinking of downloading this ""file"" of Shakespeare's complete works, you're ultimately going to be so disappointed. I am a proud nook owner, I purchased my treasured e-reader early in February and one of the first e-books I wanted to download was The Complete Works of William Shakespeare. Oddly this particular copy and another wouldn't download (it would go from 56% downloaded then drop to 16% in seconds), then when I did finally download them, they were incomplete, and to add insult to injury the copies ""froze"" my nook when opening or trying to view them. This was the one and only time my nook froze when opening any e-book. Anyway, when I did actually get to review my download, only half of one play ""Richard III"" was available, and in both copies the contents were in very grainy detail. So I tried to download again-same outcome. I understand that downloading a free book comes with some disappointment and, the old saying applies here ""you get what you pay for"" but the contents clearly state every one of Shakespeare wonderful plays and poems but that's not what you are getting when you view it on your nook.
I apologize for giving anything involved with the bard anything lower in rating, then what the brilliant works deserves, but this format and this copy of The Complete Works of William Shakespeare needs to be addressed. Please Barnes & Noble convert and have available a ""complete"" comprehensive e-book worthy of Shakespeare."
The Complete Works,0517053616,William Shakespeare,Barnes and Noble,3.1,Anonymous,"I was very disappointed after downloading this to discover that in spite of the fact that the title very clearly states ""Shakespeare's Complete Works,"" the only plays the document contained for me were Richard the III and Henry the IV.  Don't get taken in by this deliberately misleading title."
The Complete Works,0517053616,William Shakespeare,Barnes and Noble,3.1,Pookmeister,"Had to delete it.
Simply will not open on nook device."
The Dispossessed,0061054887,Ursula K. Le Guin,Barnes and Noble,4.1,Guest,"I was lucky to start reading Ursula K. L'Guin with this book. Then I read all the others, but this one has always remained special. I read probably 30 SF books and I think this one was the easiest to read, most understandable, most humanist and the one that thaught and reminded me of what it means to be a scientist and to be socially responsible."
The Dispossessed,0061054887,Ursula K. Le Guin,Barnes and Noble,4.1,Guest,"This book shows us more about our world, and the walls we build up that limit and narrow our lives, than any philosophy I have read, without the exception of F. Nietzche.  Our assumptions about human nature are deeply questioned, and an incredibly humanitarian option is presented to us (one which has been swallowed by the defeat of 'communism').  To her credit, Le Guin does not present either side in this 'debate' in a narrow way, and questions all sides deeply.  She gives a view of a utopia that is the most plausible and likely of any I have encountered (largely due to its imperfection).  It is a utopia where what we gain is much more important than what we lose, yet the gains are imperiled as the tendency to institutionalize manifests itself within the society.  The Marxist idea of a need for constant revolution is made real, so that, after reading this book, we will perhaps be able to make real in our world (and in ourselves) the state of constant revolt, which is the only answer to the problems of entropy, ennui and bureaucracy which plague our modern civilization.  Lets not wind up the way we do in The Dispossessed."
The Dispossessed,0061054887,Ursula K. Le Guin,Barnes and Noble,4.1,JaneM2,Excellent read. This sci-fi world mirrors our own in most unpleasant ways. I read the whole book in one go.
